modul,anahtar,yer_tutucular,turkce_kaynak,ru_mevcut,ru_duzeltme,not
izin,izinTumDaireUyari,,Sakini olan tüm daireler için görüntüleme izni isteği gönderilecek. Her daire kendi sakininin onayına bağlıdır — yalnızca onaylayan dairelerin kayıtlarını görebilirsiniz.,Запрос на просмотр будет отправлен по каждой квартире с жителем. Каждая зависит от согласия своего жителя — вы увидите записи только одобривших квартир.,,
izin,izinTumDairelere,,Tüm dairelere izin iste,Запросить доступ ко всем квартирам,,
izin,izinVerildi,,İzin verildi,Разрешение выдано,,
izin,izinYeniIstek,,Yeni istek,Новый запрос,,
kabuk,kabukCikisYap,,Çıkış Yap,Выйти,,
kabuk,kabukProfil,,Profil,Профиль,,
kamera,kameraAd,,Ad,Название,,
kamera,kameraAktif,,Aktif,Активна,,
kamera,kameraAktifAlt,,Kapalıyken hiçbir listede görünmez,"Если выключено, не отображается ни в одном списке",,
kamera,kameraBaslik,,Kameralar,Камеры,,
kamera,kameraBosSakin,,Görüntülemenize açık kamera yok.,Вам не открыта ни одна камера.,,
kamera,kameraBosYonetim,,Kamera tanımı yok. Sağ alttan ekleyebilirsiniz.,Камер пока нет. Добавьте камеру кнопкой снизу.,,
kamera,kameraCanli,,Canlı,В эфире,,
kamera,kameraDuzenleBaslik,,Kamerayı düzenle,Изменение камеры,,
kamera,kameraEkle,,Kamera Ekle,Добавить камеру,,
kamera,kameraKonum,,Konum (opsiyonel),Расположение (необязательно),,
kamera,kameraListeHata,,Kameralar yüklenemedi.,Не удалось загрузить камеры.,,
kamera,kameraOynatilamiyor,,Oynatılamıyor,Воспроизведение недоступно,,
kamera,kameraRtspBilgi,,RTSP yayınlar şu an uygulama içinde oynatılamıyor. Kayıt sistemde tutuluyor; oynatma desteği ileride eklenecek.,Потоки RTSP сейчас нельзя воспроизвести в приложении. Запись хранится в системе; поддержка появится позже.,,
kamera,kameraRtspFormUyari,,RTSP yayınlar şu an uygulama içinde oynatılamaz. Kayıt saklanır; oynatma desteği ileride eklenecek.,Потоки RTSP пока нельзя воспроизвести в приложении. Запись сохраняется; поддержка появится позже.,,
kamera,kameraSakinGorebilir,,Site sakinleri görebilsin,Доступна жителям,,
kamera,kameraSakinGorebilirAlt,,Kapalıyken kamerayı yalnızca yönetim ve güvenlik görür,"Если выключено, камеру видят только управление и охрана",,
kamera,kameraSeritBaslik,,Canlı Kamera,Камера в реальном времени,,
kamera,kameraSilBaslik,,Kamerayı sil,Удалить камеру,,
kamera,kameraSilOnay,,"""{ad}"" silinsin mi?",Удалить «{ad}»?,,
kamera,kameraTur,,Tür,Тип,,
kamera,kameraTurEtiket,,Tür: {tur},Тип: {tur},,
kamera,kameraUrl,,Yayın URL'si,URL потока,,
kamera,kameraUrlHataHttp,,{tur} yayın adresi http:// veya https:// ile başlamalı,Адрес потока {tur} должен начинаться с http:// или https://,,
kamera,kameraUrlHataRtsp,,RTSP yayın adresi rtsp:// ile başlamalı,Адрес потока RTSP должен начинаться с rtsp://,,
kamera,kameraUrlZorunlu,,Yayın adresi zorunludur,Укажите адрес потока,,
kamera,kameraYayinAcilamadi,,Yayın açılamadı,Не удалось открыть поток,,
kamera,kameraYayinAcilamadiAlt,,Kamera kapalı olabilir ya da ağ yayına ulaşamıyor.,"Камера может быть выключена, или сеть не может получить поток.",,
kamera,kameraYeni,,Yeni kamera,Новая камера,,
kar,karAdEki,, — {ad}, — {ad},,
kar,karBaslik,,Kargo,Посылки,,
kar,karBekleyenYok,,Teslim bekleyen kargo yok.,Посылок к получению нет.,,
kar,karBekleyenYokSakin,,Teslim bekleyen kargonuz yok.,У вас нет посылок к получению.,,
kar,karDaire,,Daire: {daire},Кв.: {daire},,
kar,karDaireNo,,Daire no * (örn. A-12),Номер квартиры * (напр. A-12),,
kar,karDaireNoGerekli,,Daire no gerekli,Номер квартиры обязателен,,
kar,karDaireTarih,"daire,zaman",Daire: {daire} · {zaman},Кв.: {daire} · {zaman},,
kar,karFirma,,Kargo firması *,Служба доставки *,,
kar,karFirmaGerekli,,Kargo firması gerekli,Служба доставки обязательна,,
kar,karGonderilemedi,,Kayıt gönderilemedi. Tekrar deneyin.,Не удалось отправить запись. Попробуйте снова.,,
kar,karIsaretlenemedi,,İşaretlenemedi. Tekrar deneyin.,Не удалось отметить. Попробуйте снова.,,
kar,karKaydedildi,,Kargo kaydedildi — daire sakinlerine bildirildi ✓,Посылка записана — жители квартиры уведомлены ✓,,
kar,karKaydetVeBildir,,Kaydet ve sakinlere bildir,Сохранить и уведомить жителей,,
kar,karKayit,,Kayıt: {zaman},Запись: {zaman},,
kar,karNot,,Not: {not},Примечание: {not},,
kar,karPaketFotografi,,Paket fotoğrafı (opsiyonel),Фото посылки (необязательно),,
kar,karSekmeBekleyen,,Bekleyen ({n}),Ожидают ({n}),,
kar,karSekmeTeslim,,Teslim alınan ({n}),Полученные ({n}),,
kar,karTeslimAldim,,Teslim aldım,Я получил,,
kar,karTeslimAlindiBildirim,,Kargo teslim alındı ✓,Посылка получена ✓,,
kar,karTeslimYok,,Henüz teslim alınan kargo kaydı yok.,Записей о полученных посылках пока нет.,,
kar,karYeni,,Yeni kargo,Новая посылка,,
kar,karZamanEki,, · {zaman}, · {zaman},,
kargo,kargoDurumTeslimAlindi,,Teslim alındı,Получено,,
kart,kartAidatBilgileri,,Aidat Bilgileri,Взносы,,
kart,kartAidatDurumu,,Aidat Durumu,Состояние взносов,,
kart,kartAracPlaka,,Araç Plaka,Автомобили,,
kart,kartDemirbas,,Demirbaş,Инвентарь,,
kart,kartGeriBildirim,,Geri Bildirim,Обращения,,
kart,kartGonderimKuyrugu,,Gönderim Kuyruğu,Очередь отправки,,
kart,kartGorevler,,Görevler,Задачи,,
kart,kartGorevlerim,,Görevlerim,Мои задачи,,
kart,kartGurultuSikayeti,,Gürültü Şikayeti,Жалоба на шум,,
kart,kartIhlaller,,İhlaller,Нарушения,,
kart,kartKargo,,Kargo,Посылки,,
kart,kartKargolarim,,Kargolarım,Мои посылки,,
kart,kartOtoparkKullanimi,,Otopark Kullanımı,Парковка,,
kart,kartRaporlar,,Raporlar,Отчёты,,
kart,kartSikayetler,,Şikayetler,Жалобы,,
kart,kartSikayetlerim,,Şikayetlerim,Мои жалобы,,
kart,kartSiteRaporlari,,Site Raporları,Отчёты комплекса,,
kart,kartTalepAriza,,Talep / Arıza,Заявки,,
kart,kartTurlarim,,Turlarım,Мои обходы,,
kart,kartVardiyaDurum,,Vardiya Durum,Смена,,
kart,kartYonetici,,Yönetici,Управляющий,,
kart,kartZiyaretci,,Ziyaretçi,Посетители,,
kart,kartZiyaretciler,,Ziyaretçiler,Посетители,,
kategori,kategoriGurultu,,Gürültü,Шум,,
kategori,kategoriKapiOnuAyakkabi,,Kapı önü / ayakkabı,Перед дверью / обувь,,
kategori,kategoriZararVerme,,Zarar verme,Порча имущества,,
kural,kuralAramaBos,,Aramayla eşleşen kural yok.,"Нет правил, подходящих под поиск.",,
kural,kuralAramaIpucu,,Başlıkta ara (örn. havuz),Поиск по заголовкам (напр. бассейн),,
kural,kuralBaslik,,Site Kuralları,Правила объекта,,
kural,kuralBaslikAlan,,Başlık * (örn. Havuz Saatleri),Заголовок * (напр. Часы бассейна),,
kural,kuralBaslikGerekli,,Başlık gerekli,Заголовок обязателен,,
kural,kuralDuzenleBaslik,,Kuralı düzenle,Изменить правило,,
kural,kuralEkleButon,,Kuralı ekle,Добавить правило,,
kural,kuralEklendi,,Kural eklendi ✓,Правило добавлено ✓,,
kural,kuralGuncellendi,,Kural güncellendi ✓,Правило обновлено ✓,,
kural,kuralMetni,,Kural metni *,Текст правила *,,
kural,kuralMetniGerekli,,Kural metni gerekli,Текст правила обязателен,,
kural,kuralMevcutGorsel,,Mevcut görsel korunuyor,Текущее изображение сохраняется,,
kural,kuralSilOnayBaslik,,Kural silinsin mi?,Удалить правило?,,
kural,kuralSilOnayGovde,,"""{baslik}"" kalıcı olarak silinecek.","""{baslik}"" будет удалено безвозвратно.",,
kural,kuralSilindi,,Kural silindi ✓,Правило удалено ✓,,
kural,kuralSira,,Sıra (küçük önce),Порядок (меньше — раньше),,
kural,kuralSiraGecersiz,,Sıra 0 veya pozitif tam sayı olmalı,Порядок должен быть 0 или положительным целым,,
kural,kuralYeni,,Yeni kural,Новое правило,,
kural,kuralYokSakin,,Henüz kural yayınlanmamış.,Правила пока не опубликованы.,,
kural,kuralYokYonetim,,"Henüz kural yok. ""Yeni kural"" ile ekleyin.","Правил пока нет. Добавьте через ""Новое правило"".",,
kuyruk,kuyrukBekliyor,,Bekliyor,Ожидает,,
kuyruk,kuyrukBekliyorDeneme,,Bekliyor (deneme: {n}),Ожидает (попытка: {n}),,
kuyruk,kuyrukBos,,Kuyruk boş.,Очередь пуста.,,
kuyruk,kuyrukEtiketEslesmedi,,etiket eşleşmedi,метка не совпала,,
kuyruk,kuyrukGonderildiYeni,,Gönderildi (yeni kayıt),Отправлено (новая запись),,
kuyruk,kuyrukGonderildiZatenVar,,Gönderildi (zaten kayıtlıydı),Отправлено (уже было записано),,
kuyruk,kuyrukGonderiliyor,,Gönderiliyor...,Отправка...,,
kuyruk,kuyrukHatalariTemizle,,Kalıcı hataları temizle,Очистить постоянные ошибки,,
kuyruk,kuyrukKaliciHata,,Kalıcı hata: {hata},Постоянная ошибка: {hata},,
kuyruk,kuyrukOzet,"bekleyen,hatali",{bekleyen} bekliyor · {hatali} kalıcı hata,{bekleyen} в очереди · {hatali} постоянных ошибок,,
kuyruk,kuyrukSenkronla,,Şimdi senkronla,Синхронизировать,,
modul,modulAidatim,,Aidatım,Мои взносы,,
modul,modulAracGecis,,Araç Geçişleri,Проезды автомобилей,,
modul,modulAylikRaporlar,,Aylık Raporlar,Ежемесячные отчёты,,
modul,modulBinaYapisi,,Bina Yapısı,Структура здания,,
modul,modulButce,,Bütçe,Бюджет,,
modul,modulDemirbas,,Demirbaş,Инвентарь,,
modul,modulDevriyeTakibi,,Devriye Takibi,Контроль обходов,,
modul,modulDisHizmetler,,Dış Hizmetler,Внешние услуги,,
modul,modulDuyurular,,Duyurular,Объявления,,
modul,modulEntegrasyonlar,,Entegrasyonlar,Интеграции,,
modul,modulEtkinlikler,,Etkinlikler,Мероприятия,,
modul,modulFinansalOzet,,Finansal Özet,Финансовая сводка,,
modul,modulGonderimKuyrugu,,Gönderim Kuyruğu,Очередь отправки,,
modul,modulGorevYonetimi,,Görev Yönetimi,Управление задачами,,
modul,modulGorevlerim,,Görevlerim,Мои задачи,,
modul,modulGoruntulemeIzni,,Görüntüleme İzni,Разрешение на просмотр,,
modul,modulIhlaller,,İhlaller,Нарушения,,
modul,modulKargo,,Kargo,Посылки,,
modul,modulNfcOkutma,,NFC Okutma,Сканирование NFC,,
modul,modulOtopark,,Otopark,Парковка,,
modul,modulPersonel,,Saha Personeli,Персонал,,
modul,modulRezervasyon,,Rezervasyon,Бронирование,,
modul,modulSakinler,,Site Sakinleri,Жители,,
modul,modulSeffaflik,,Şeffaflık,Прозрачность,,
modul,modulSikayetHaritasi,,Şikayet Haritası,Карта жалоб,,
modul,modulSikayetOneri,,Şikayet / Öneri,Жалоба / предложение,,
modul,modulSikayetlerim,,Şikayetlerim,Мои жалобы,,
modul,modulSiteButcesi,,Site Bütçesi,Бюджет комплекса,,
modul,modulSiteKurallari,,Site Kuralları,Правила комплекса,,
modul,modulTurlarim,,Turlarım,Мои обходы,,
modul,modulYoneticiIletisim,,Yönetici İletişim,Связь с управляющим,,
modul,modulZiyaretciler,,Ziyaretçiler,Посетители,,
nfc,nfcAktifNoktaYok,,Aktif kontrol noktası yok.,Активных контрольных точек нет.,,
nfc,nfcAktifNoktaYokAlt,,"Önce ""Kontrol noktaları""ndan ekleyin.",Сначала добавьте её в разделе «Контрольные точки».,,
nfc,nfcBaslik,,NFC etiket okuma,Чтение NFC-метки,,
nfc,nfcEslesmeYok,,Bu etiket hiçbir checkpoint ile eşleşmiyor.,Эта метка не соответствует ни одной контрольной точке.,,
nfc,nfcGonderildi,,Gönderildi ✓ — okutma kaydedildi.,Отправлено ✓ — сканирование записано.,,
nfc,nfcGonderildiZatenVar,,Gönderildi ✓ — bu okutma zaten kayıtlıydı.,Отправлено ✓ — это сканирование уже было записано.,,
nfc,nfcHataBilinmeyen,,Bilinmeyen bir hata oluştu.,Произошла неизвестная ошибка.,,
nfc,nfcHataCozumlenemedi,,Etiket çözümlenemedi: {detay},Не удалось разобрать метку: {detay},,
nfc,nfcHataDesteklenmiyor,,Bu cihaz NFC desteklemiyor.,Это устройство не поддерживает NFC.,,
nfc,nfcHataKapali,,NFC kapalı. Lütfen cihaz ayarlarından NFC'yi açın.,NFC отключён. Включите NFC в настройках устройства.,,
nfc,nfcHataOkumaIptal,,Okuma iptal edildi: {detay},Чтение отменено: {detay},,
nfc,nfcHataOturum,,NFC oturumu başlatılamadı: {detay},Не удалось начать NFC-сессию: {detay},,
nfc,nfcHataUidOkunamadi,,Etiket UID okunamadı.,Не удалось прочитать UID метки.,,
nfc,nfcHazir,,Okumaya hazır. Başlat'a dokunun.,Готово к чтению. Нажмите «Начать».,,
nfc,nfcIosIptal,,İptal edildi,Отменено,,
nfc,nfcIosOkunamadi,,Okunamadı,Не удалось прочитать,,
nfc,nfcIosOkundu,,Okundu,Прочитано,,
nfc,nfcIosYaklastir,,Etiketi telefonun arkasına yaklaştırın.,Поднесите метку к задней части телефона.,,
nfc,nfcKaydedildiBekliyor,,Kaydedildi ✓ — bağlantı gelince otomatik gönderilecek.,Сохранено ✓ — будет отправлено автоматически при появлении связи.,,
nfc,nfcKaydedildiGonderiliyor,,Kaydedildi ✓ — gönderiliyor...,Сохранено ✓ — отправка...,,
nfc,nfcKuyruk,,Gönderim kuyruğu,Очередь отправки,,
nfc,nfcKuyrukBekleyen,n,{n} okutma gönderim bekliyor,"{n, plural, one{{n} сканирование ожидает отправки} few{{n} сканирования ожидают отправки} many{{n} сканирований ожидают отправки} other{{n} сканирований ожидают отправки}}",,
nfc,nfcManuelOkut,,Manuel okut (test),Ручное сканирование (тест),,
nfc,nfcNoktalarAlinamadi,,Noktalar alınamadı: {hata},Не удалось загрузить точки: {hata},,
nfc,nfcOkumayaBasla,,Okumayı başlat,Начать чтение,,
nfc,nfcOkundu,,Etiket okundu.,Метка прочитана.,,
nfc,nfcSdmBaslik,,"SDM (ham, doğrulanmamış)","SDM (сырой, не проверен)",,
nfc,nfcTekrarOku,,Tekrar oku,Прочитать снова,,
nfc,nfcTestAlt,,Fiziksel etiket olmadan okutmayı simüle eder.,Имитирует сканирование без физической метки.,,
nfc,nfcTestBaslik,,TEST: hangi noktayı okutalım?,ТЕСТ: какую точку сканируем?,,
nfc,nfcTestGorunur,,Yalnızca test derlemesinde görünür.,Виден только в тестовой сборке.,,
nfc,nfcTipEtiket,,Tip,Тип,,
nfc,nfcUidSatir,,UID: {uid},UID: {uid},,
nfc,nfcYaklastirBekliyor,,Etiketi telefonun arkasına yaklaştırın...,Поднесите метку к задней части телефона...,,
nokta,noktaAdIpucu,,örn. Giriş Kapısı,напр. Главный вход,,
nokta,noktaBaslik,,Kontrol Noktaları,Контрольные точки,,
nokta,noktaBoylam,,Boylam (ops.),Долгота (опц.),,
nokta,noktaDuzenleBaslik,,Nokta düzenle,Изменить точку,,
nokta,noktaEkle,,Nokta ekle,Добавить точку,,
nokta,noktaEnlem,,Enlem (ops.),Широта (опц.),,
nokta,noktaListelenemedi,,Noktalar listelenemedi.,Не удалось загрузить точки.,,
nokta,noktaPasifAlt,,Pasif nokta okutmada eşleşmez,Неактивная точка не сопоставляется при сканировании,,
nokta,noktaSilGovde,,"""{ad}"" kontrol noktası silinecek.","Контрольная точка ""{ad}"" будет удалена.",,
nokta,noktaSilOnay,,Nokta silinsin mi?,Удалить точку?,,
nokta,noktaSilindi,,Nokta silindi ✓,Точка удалена ✓,,
nokta,noktaUidAlan,,NFC etiket UID,UID NFC-метки,,
nokta,noktaUidHelper,,Etiketin benzersiz kimliği (hex).,Уникальный идентификатор метки (hex).,,
nokta,noktaUidIpucu,,örn. 04A2B3C4D5,напр. 04A2B3C4D5,,
nokta,noktaUidZatenVar,,Bu NFC etiketi zaten kayıtlı.,Эта NFC-метка уже зарегистрирована.,,
nokta,noktaUidZorunlu,,NFC UID zorunludur,UID NFC обязателен,,
nokta,noktaYeniBaslik,,Yeni kontrol noktası,Новая контрольная точка,,
nokta,noktaYok,,"Henüz kontrol noktası yok.
Sağ alttan NFC noktası ekleyin.","Контрольных точек пока нет.
Добавьте NFC-точку кнопкой справа снизу.",,
okutma,okutmaBeklenmeyenHata,,Beklenmeyen hata: {detay},Непредвиденная ошибка: {detay},,
okutma,okutmaImzaGecersiz,,Etiket imzası doğrulanamadı — sahte veya yanlış etiket olabilir.,"Не удалось проверить подпись метки — возможно, она поддельная или неверная.",,
okutma,okutmaTekrarEdilmis,,Bu okutma daha önce işlendi.,Это сканирование уже обработано.,,
ortak,ortakAdGerekli,,Ad gerekli,Название обязательно,,
ortak,ortakAdSoyad,,Ad Soyad,Имя и фамилия,,
ortak,ortakBeklenmeyenHata,,Beklenmeyen bir hata oluştu. Lütfen tekrar deneyin.,Произошла непредвиденная ошибка. Попробуйте снова.,,
ortak,ortakBolumYakinda,,Bu bölüm yakında,Этот раздел скоро появится,,
ortak,ortakCepTelefonu,,Cep telefonu,Мобильный номер,,
ortak,ortakDaireNoIpucu,,örn. A-12,напр. A-12,,
ortak,ortakDuzenle,,Düzenle,Изменить,,
ortak,ortakEkle,,Ekle,Добавить,,
ortak,ortakFotoBekleyinVeyaKaldir,,Fotoğraf henüz yüklenmedi. Yüklemenin bitmesini bekleyin veya fotoyu kaldırın.,Фото ещё не загружено. Дождитесь окончания загрузки или удалите фото.,,
ortak,ortakFotoOnlineTekrarDene,,Fotoğraf yüklemek için internet bağlantısı gerekli. Bağlantı gelince tekrar deneyin.,"Для загрузки фото нужно интернет-соединение. Повторите попытку, когда связь вернётся.",,
ortak,ortakFotograf,,Fotoğraf,Фото,,
ortak,ortakFotografiBuyut,,Fotoğrafı büyüt,Увеличить фото,,
ortak,ortakGaleri,,Galeri,Галерея,,
ortak,ortakGeciciKodBaslik,,Geçici giriş kodu,Временный код входа,,
ortak,ortakGoster,,Göster,Открыть,,
ortak,ortakGuncelle,,Güncelle,Обновить,,
ortak,ortakIptal,,İptal,Отмена,,
ortak,ortakIslemler,,İşlemler,Действия,,
ortak,ortakKapat,,Kapat,Закрыть,,
ortak,ortakKaydediliyor,,Kaydediliyor...,Сохранение...,,
ortak,ortakKaydet,,Kaydet,Сохранить,,
ortak,ortakKopyala,,Kopyala,Копировать,,
ortak,ortakKopyalandi,,Kopyalandı,Скопировано,,
ortak,ortakNotOpsiyonel,,Not (opsiyonel),Примечание (необязательно),,
ortak,ortakOlustur,,Oluştur,Создать,,
ortak,ortakParolaZorunlu,,Parola zorunludur,Пароль обязателен,,
ortak,ortakParolalarEslesmiyor,,Parolalar eşleşmiyor,Пароли не совпадают,,
ortak,ortakParolayiGizle,,Parolayı gizle,Скрыть пароль,,
ortak,ortakParolayiGoster,,Parolayı göster,Показать пароль,,
ortak,ortakSil,,Sil,Удалить,,
ortak,ortakTamam,,Tamam,ОК,,
ortak,ortakTekrarDene,,Tekrar dene,Повторить,,
ortak,ortakTelefonIpucu,,örn. 0532 111 22 03,напр. 0532 111 22 03,,
ortak,ortakTelefonZorunlu,,Telefon zorunludur,Телефон обязателен,,
ortak,ortakTumunuGor,,Tümünü Gör,Показать все,,
ortak,ortakVazgec,,Vazgeç,Отмена,,
ortak,ortakYakinda,,Yakında,Скоро,,
ortak,ortakYeniParola,,Yeni parola,Новый пароль,,
ortak,ortakYeniParolaTekrar,,Yeni parola (tekrar),Новый пароль (повторно),,
ortak,ortakYeniParolaZorunlu,,Yeni parola zorunludur,Новый пароль обязателен,,
ortak,ortakYenidenDene,,Yeniden dene,Повторить,,
ortak,ortakYenile,,Yenile,Обновить,,
ortak,ortakYuklenemedi,,Yüklenemedi,Не удалось загрузить,,
ortak,ortakYuzde,,%{yuzde},{yuzde}%,,
ortak,ortakZorunluAlan,,{alan} zorunludur,Заполните поле «{alan}»,,
otopark,otoparkAracListesi,,Araç geçişlerini aç,Открыть проезды,,
otopark,otoparkBosEtiket,,Boş,Свободно,,
otopark,otoparkDoluEtiket,,Dolu,Занято,,
otopark,otoparkDoluKapasite,"dolu,kapasite",{dolu} / {kapasite},{dolu} / {kapasite},,
otopark,otoparkKapasiteEtiket,,Kapasite,Вместимость,,
otopark,otoparkKapasiteTanimsiz,,Kapasite tanımlı değil — yalnız içerideki araç sayısı gösterilir,Вместимость не задана — показано только число автомобилей внутри,,
ozet,ozetBuAy,,Bu Ay,Этот месяц,,
ozet,ozetOtoparkDoluluk,,Otopark Doluluk,Занятость парковки,,
ozet,ozetSuAn,,Şu An,Сейчас,,
ozet,ozetTahsilatOrani,,Aidat Tahsilat Oranı,Собираемость взносов,,
ozet,ozetToplamDaire,,Toplam Daire,Всего квартир,,
ozet,ozetToplamTahsilat,,Toplam Tahsilat,Всего собрано,,
ozet,ozetTumSite,,Tüm Site,Весь комплекс,,
parola,parolaBelirleAciklama,,Geçici kodla ilk girişinizi yaptınız. Devam etmek için kendi kalıcı parolanızı oluşturun; sonraki girişlerde daire no + bu parolayı kullanacaksınız.,"Вы вошли впервые по временному коду. Чтобы продолжить, создайте постоянный пароль; в дальнейшем вы будете входить по номеру квартиры и этому паролю.",,
parola,parolaBelirleBaslik,,Parolanızı belirleyin,Задайте пароль,,
parola,parolaBelirleButon,,Parolayı belirle,Задать пароль,,
parola,parolaGiriseDon,,Girişe dön,Вернуться к входу,,
parola,parolaKuraliBuyukHarf,,En az bir büyük harf içermeli,Должен содержать хотя бы одну заглавную букву,,
parola,parolaKuraliKisa,,En az 8 karakter olmalı,Не менее 8 символов,,
parola,parolaKuraliRakam,,En az bir rakam içermeli,Должен содержать хотя бы одну цифру,,
parola,parolaKuraliSembol,,En az bir sembol içermeli (! ? @ # . -),Должен содержать хотя бы один символ (! ? @ # . -),,
personel,personelAktiflestir,,Aktifleştir,Активировать,,
personel,personelAktiflestirildi,,Aktifleştirildi ✓,Активирован ✓,,
personel,personelBosBirakDegismezNokta,,Boş bırakırsanız değişmez.,Оставьте пустым — не изменится.,,
personel,personelDuzenle,,Personel düzenle,Изменить сотрудника,,
personel,personelEkle,,Personel ekle,Добавить сотрудника,,
personel,personelEklendi,,Personel eklendi ✓,Сотрудник добавлен ✓,,
personel,personelEklendiKod,,Personel eklendi. Bu kodu personele iletin; telefon + bu kod ile girip parolasını belirler.,Сотрудник добавлен. Передайте ему этот код: он входит по телефону + этому коду и задаёт пароль.,,
personel,personelFoto,,Fotoğraf,Фото,,
personel,personelGuncellendi,,Personel güncellendi ✓,Сотрудник обновлён ✓,,
personel,personelListelenemedi,,Personel listelenemedi.,Не удалось загрузить список сотрудников.,,
personel,personelPasiflestir,,Pasifleştir,Деактивировать,,
personel,personelPasiflestirildi,,Pasifleştirildi ✓,Деактивирован ✓,,
personel,personelSifirlaGovde,,{ad} için yeni geçici kod üretilecek; eski parola geçersiz olur.,Для {ad} будет создан новый временный код; старый пароль перестанет работать.,,
personel,personelTelefonOpsiyonel,,Cep telefonu (opsiyonel),Мобильный номер (необязательно),,
personel,personelYeniKodMesaji,,Yeni geçici kod. Personele iletin; telefon + bu kod ile girip parolasını belirler.,Новый временный код. Передайте его сотруднику: он входит по телефону + этому коду и задаёт пароль.,,
personel,personelYok,,"Henüz saha personeli yok.
Sağ alttan ekleyebilirsiniz.","Сотрудников пока нет.
Добавьте кнопкой справа снизу.",,
profil,profilAranabilir,,Aranabilir,Доступен для звонка,,
profil,profilAranabilirAlt,,Yetkili roller (rıza gerektiren arama) numaranıza ulaşabilir,Уполномоченные роли (звонок по согласию) смогут увидеть ваш номер,,
profil,profilFotoBaslik,,Profil fotoğrafı,Фото профиля,,
profil,profilFotoGuncellendi,,Profil fotoğrafı güncellendi ✓,Фото профиля обновлено ✓,,
profil,profilFotoKaldirildi,,Profil fotoğrafı kaldırıldı,Фото профиля удалено,,
profil,profilFotoSec,,Fotoğraf seç,Выбрать фото,,
profil,profilIletisimGuncellendi,,İletişim bilgileri güncellendi ✓,Контактные данные обновлены ✓,,
profil,profilIletisimKaydet,,İletişimi kaydet,Сохранить контакт,,
profil,profilMevcutParola,,Mevcut parola,Текущий пароль,,
profil,profilMevcutParolaZorunlu,,Mevcut parola zorunludur,Текущий пароль обязателен,,
profil,profilNumaraYok,,Numara girilmemiş,Номер не указан,,
profil,profilParolaDegistir,,Parola değiştir,Смена пароля,,
profil,profilParolaGuncelle,,Parolayı güncelle,Обновить пароль,,
profil,profilParolaGuncellendi,,Parola güncellendi ✓,Пароль обновлён ✓,,
profil,profilTelefon,,Telefon,Телефон,,
profil,profilTelefonIpucu,,örn. +905551112233,напр. +905551112233,,
profil,profilYuklenemedi,,Profil yüklenemedi.,Не удалось загрузить профиль.,,
rapor,raporAidat,,Aidat,Взносы,,
rapor,raporAidatKayitYok,,Bu dönem için tahakkuk/ödeme kaydı yok.,За этот период нет начислений и платежей.,,
rapor,raporAyBaslik,"ay,yil",{ay} {yil},{ay} {yil},,
rapor,raporBaslik,,Aylık raporlar,Месячные отчёты,,
rapor,raporGorevTamamlama,,Görev tamamlama,Выполнение задач,,
rapor,raporGorevYok,,Bu ay görev tamamlaması yok.,В этом месяце задачи не выполнялись.,,
rapor,raporKalanBakiye,,Kalan bakiye,Остаток,,
rapor,raporOncekiAy,,Önceki ay,Предыдущий месяц,,
rapor,raporPencereYok,,Bu ay planlanmış devriye penceresi yok.,В этом месяце обходы не планировались.,,
rapor,raporPlanlananPencere,,Planlanan pencere,Запланированные окна,,
rapor,raporSonTamamlamalar,,Son tamamlamalar (ilk 10),Последние выполнения (первые 10),,
rapor,raporSonrakiAy,,Sonraki ay,Следующий месяц,,
rapor,raporTahakkukDaire,n,Tahakkuk ({n} daire),"{n, plural, one{Начислено ({n} квартира)} few{Начислено ({n} квартиры)} many{Начислено ({n} квартир)} other{Начислено ({n} квартир)}}",,
rapor,raporTahsilatOdeme,n,Tahsilat ({n} ödeme),"{n, plural, one{Собрано ({n} платёж)} few{Собрано ({n} платежа)} many{Собрано ({n} платежей)} other{Собрано ({n} платежей)}}",,
rapor,raporTamamlanmaYuzde,,Tamamlanma %{yuzde},Выполнение {yuzde}%,,
rapor,raporToplamTamamlama,,Toplam tamamlama,Всего выполнено,,
rapor,raporYetkiYok,,Aylık raporlar için yetkiniz yok. Bu ekran yönetici rolüne açıktır.,У вас нет прав на месячные отчёты. Этот экран доступен управляющему объектом.,,
rez,rezAcikDuzenle,,Açık · düzenlemek için dokun,Открыто · нажмите для изменения,,
rez,rezAcilis,,Açılış: {saat},Открытие: {saat},,
rez,rezAlanAdi,,Alan adı * (örn. Havuz),Название зоны * (напр. Бассейн),,
rez,rezAlanAdiGerekli,,Alan adı gerekli,Название зоны обязательно,,
rez,rezAlanDuzenle,,Alanı düzenle,Изменить зону,,
rez,rezAlanEklendi,,Ortak alan eklendi ✓,Общая зона добавлена ✓,,
rez,rezAlanEklenemedi,,Alan eklenemedi. Tekrar deneyin.,Не удалось добавить зону. Попробуйте снова.,,
rez,rezAlanGuncellendi,,Alan güncellendi ✓,Зона обновлена ✓,,
rez,rezAlanYokGoruntuleme,,Görüntülenecek ortak alan yok.,Нет общих зон для показа.,,
rez,rezAlanYokSakin,,Rezerve edilebilir alan yok.,Нет зон для бронирования.,,
rez,rezAlanYokYonetim,,"Henüz ortak alan yok. ""Yeni alan"" ile ekleyin.",Общих зон пока нет. Добавьте через «Новая зона».,,
rez,rezAlaniEkle,,Alanı ekle,Добавить зону,,
